+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                         ;
+---------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                     ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
+---------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; ect_sqrt|ALTSQRT_component|subtractors[0]|auto_generated                                                      ; 4     ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[1]|auto_generated                                                      ; 8     ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[2]|auto_generated                                                      ; 10    ; 0              ; 0            ; 0              ; 6      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[3]|auto_generated                                                      ; 12    ; 0              ; 0            ; 0              ; 7      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[4]|auto_generated                                                      ; 14    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[5]|auto_generated                                                      ; 16    ; 0              ; 0            ; 0              ; 9      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[6]|auto_generated                                                      ; 18    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[7]|auto_generated                                                      ; 20    ; 0              ; 0            ; 0              ; 11     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[8]|auto_generated                                                      ; 22    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[9]|auto_generated                                                      ; 24    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[10]|auto_generated                                                     ; 26    ; 0              ; 0            ; 0              ; 14     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[11]|auto_generated                                                     ; 28    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[12]|auto_generated                                                     ; 30    ; 0              ; 0            ; 0              ; 16     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[13]|auto_generated                                                     ; 32    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[14]|auto_generated                                                     ; 34    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[15]|auto_generated                                                     ; 36    ; 0              ; 0            ; 0              ; 19     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[16]|auto_generated                                                     ; 38    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[17]|auto_generated                                                     ; 40    ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[18]|auto_generated                                                     ; 42    ; 0              ; 0            ; 0              ; 22     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[19]|auto_generated                                                     ; 44    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[20]|auto_generated                                                     ; 46    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[21]|auto_generated                                                     ; 48    ; 0              ; 0            ; 0              ; 25     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[22]|auto_generated                                                     ; 50    ; 0              ; 0            ; 0              ; 26     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[23]|auto_generated                                                     ; 52    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[24]|auto_generated                                                     ; 54    ; 0              ; 0            ; 0              ; 28     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[25]|auto_generated                                                     ; 56    ; 0              ; 0            ; 0              ; 29     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[26]|auto_generated                                                     ; 58    ; 0              ; 0            ; 0              ; 30     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[27]|auto_generated                                                     ; 60    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[28]|auto_generated                                                     ; 62    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[29]|auto_generated                                                     ; 64    ; 0              ; 0            ; 0              ; 33     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[30]|auto_generated                                                     ; 66    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[31]|auto_generated                                                     ; 68    ; 0              ; 0            ; 0              ; 35     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[32]|auto_generated                                                     ; 70    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[33]|auto_generated                                                     ; 72    ; 0              ; 0            ; 0              ; 37     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[34]|auto_generated                                                     ; 74    ; 0              ; 0            ; 0              ; 38     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[35]|auto_generated                                                     ; 76    ; 0              ; 0            ; 0              ; 39     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[36]|auto_generated                                                     ; 78    ; 0              ; 0            ; 0              ; 40     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[37]|auto_generated                                                     ; 80    ; 0              ; 0            ; 0              ; 41     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[38]|auto_generated                                                     ; 82    ; 0              ; 0            ; 0              ; 42     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[39]|auto_generated                                                     ; 84    ; 0              ; 0            ; 0              ; 43     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[40]|auto_generated                                                     ; 86    ; 0              ; 0            ; 0              ; 44     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ect_sqrt|ALTSQRT_component|subtractors[41]|auto_generated                                                     ; 88    ; 0              ; 0            ; 0              ; 45     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
